INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (1, 'Raihan Gunarto', 'Teknik Industri', 422474921250001, 'raihangunarto@gmail.com', '4654 Bernhard Terrace', 'P', '2022-04-30');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (195, 'Uchita Hartati', 'Psikologi', 422474921250195, 'uchitahartati@gmail.com', '0267 Consuelo Squares', 'P', '2022-09-27');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (196, 'Himawan Uwais', 'Sistem Informasi', 422474921250196, 'himawanuwais@gmail.com', '742 Purnawati Green', 'P', '2021-09-28');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (197, 'Ganjaran Megantara S.Farm', 'Manajemen', 422474921250197, 'ganjaranmegantaras.farm@gmail.com', '55863 Lailasari Ports', 'P', '2021-02-13');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (198, 'Amalia Nuraini S.I.Kom', 'Manajemen', 422474921250198, 'amalianurainis.i.kom@gmail.com', '01582 Anggraini Points', 'P', '2022-02-12');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (199, 'Ayu Aurelia', 'Psikologi', 422474921250199, 'ayuaurelia@gmail.com', '694 Toby Dam', 'P', '2022-05-27');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (200, 'Galiono Oktavian', 'Kedokteran', 422474921250200, 'galionooktavian@gmail.com', '999 Vivienne Highway', 'P', '2022-01-03');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (201, 'Okto Wibowo', 'Psikologi', 422474921250201, 'oktowibowo@gmail.com', '2738 Lazuardi Lodge', 'P', '2022-09-22');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (202, 'Ditya Andini', 'Teknik Industri', 422474921250202, 'dityaandini@gmail.com', '610 Fabian Ports', 'P', '2022-11-14');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (204, 'Uda Satria', 'Sistem Informasi', 422474921250204, 'udasatria@gmail.com', '67938 Febrianti Center', 'L', '2021-09-15');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (203, 'Mitra Prasetya', 'Teknik Informatika', 422474921250203, 'mitraprasetya@gmail.com', '95323 Selina Forges', 'L', '2022-09-02');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (205, 'Wawan Latupono', 'Teknik Industri', 422474921250205, 'wawanlatupono@gmail.com', '79877 Hasanah Harbor', 'L', '2021-11-05');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (206, 'Ade Mahendra', 'Kedokteran', 422474921250206, 'ademahendra@gmail.com', '696 Eleanora Circle', 'L', '2020-12-01');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (207, 'Balidin Nugraha', 'Psikologi', 422474921250207, 'balidinnugraha@gmail.com', '12775 Lesmana Cape', 'L', '2021-07-10');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (208, 'Padmi Rachmawati', 'Biomedik', 422474921250208, 'padmirachmawati@gmail.com', '944 Christy Greens', 'P', '2021-08-22');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (209, 'Ganjaran Putra', 'Psikologi', 422474921250209, 'ganjaranputra@gmail.com', '641 Jacinto Hills', 'L', '2020-12-18');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (210, 'Vinsen Zulkarnain', 'Teknik Elektro', 422474921250210, 'vinsenzulkarnain@gmail.com', '95003 Dana Rapid', 'L', '2021-01-13');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (211, 'Zulaikha Salsabilla', 'Manajemen', 422474921250211, 'zulaikhasalsabilla@gmail.com', '0239 Mahardika Divide', 'L', '2022-10-31');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (212, 'Titi Hastuti', 'Teknik Elektro', 422474921250212, 'titihastuti@gmail.com', '3398 Heaven Spur', 'P', '2022-07-11');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (213, 'Ajimin Rajasa', 'Teknik Elektro', 422474921250213, 'ajiminrajasa@gmail.com', '292 Sitorus Ville', 'P', '2020-12-22');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (214, 'Nasim Himawan', 'Psikologi', 422474921250214, 'nasimhimawan@gmail.com', '73961 Reece Junction', 'L', '2022-08-02');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (215, 'Uli Salsabilla', 'Manajemen', 422474921250215, 'ulisalsabilla@gmail.com', '357 Justus Square', 'L', '2021-12-16');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (216, 'Febrina Suryatmi M.Kom.', 'Biomedik', 422474921250216, 'febrinasuryatmim.kom.@gmail.com', '68163 Fujiati Brooks', 'P', '2021-08-05');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (217, 'Wirda Astuti', 'Teknik Elektro', 422474921250217, 'wirdaastuti@gmail.com', '6477 Hanna Lodge', 'P', '2020-11-21');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (218, 'Gada Faresta', 'Biomedik', 422474921250218, 'gadafaresta@gmail.com', '64194 Doris Corners', 'L', '2021-10-13');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (219, 'Asmuni Nugraha', 'Teknik Industri', 422474921250219, 'asmuninugraha@gmail.com', '46395 Simanjuntak Skyway', 'P', '2021-03-21');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (220, 'Elma Novitasari', 'Sistem Informasi', 422474921250220, 'elmanovitasari@gmail.com', '491 Fritz View', 'L', '2022-02-08');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (221, 'Kunthara Purwadi', 'Teknik Industri', 422474921250221, 'kuntharapurwadi@gmail.com', '387 Phyllis Cape', 'L', '2021-12-09');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (222, 'Clara Suryatmi S.Sos', 'Biomedik', 422474921250222, 'clarasuryatmis.sos@gmail.com', '31316 Wibowo Fort', 'L', '2021-03-05');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (223, 'Mariadi Kuswoyo M.TI.', 'Teknik Mesin', 422474921250223, 'mariadikuswoyom.ti.@gmail.com', '3566 Widodo Spring', 'P', '2022-10-11');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (224, 'Emas Ramadan S.Farm', 'Manajemen', 422474921250224, 'emasramadans.farm@gmail.com', '68148 Habibi Creek', 'P', '2021-04-06');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (225, 'Prima Waluyo', 'Manajemen', 422474921250225, 'primawaluyo@gmail.com', '37841 Jason Park', 'P', '2021-02-15');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (226, 'Oman Prabowo S.H.', 'Teknik Industri', 422474921250226, 'omanprabowos.h.@gmail.com', '402 Wahyuni Flats', 'P', '2022-09-27');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (227, 'Adikara Bagaskara S.Gz', 'Manajemen', 422474921250227, 'adikarabagaskaras.gz@gmail.com', '730 Lailasari Orchard', 'L', '2022-02-10');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (228, 'Bakiman Maryadi M.M.', 'Manajemen', 422474921250228, 'bakimanmaryadim.m.@gmail.com', '5015 Prastuti Station', 'P', '2020-11-21');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (229, 'Bambang Sihombing', 'Manajemen', 422474921250229, 'bambangsihombing@gmail.com', '548 Wahyudin Turnpike', 'P', '2021-03-13');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (230, 'Ayu Mandasari', 'Biomedik', 422474921250230, 'ayumandasari@gmail.com', '033 Sirait Lodge', 'P', '2021-01-09');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (231, 'Gamani Rayhan M.Farm', 'Teknik Industri', 422474921250231, 'gamanirayhanm.farm@gmail.com', '8253 Marpaung Crest', 'L', '2022-03-30');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (232, 'Capa Satria S.IP', 'Psikologi', 422474921250232, 'capasatrias.ip@gmail.com', '765 Alamsyah Mountains', 'L', '2022-04-17');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (233, 'Gandi Bagaskara', 'Teknik Mesin', 422474921250233, 'gandibagaskara@gmail.com', '97813 Mayasari Ville', 'P', '2022-09-12');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (234, 'Yani Purwanti', 'Teknik Mesin', 422474921250234, 'yanipurwanti@gmail.com', '8614 Prastuti Turnpike', 'L', '2021-06-17');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (235, 'Fathonah Ardiyanti', 'Sistem Informasi', 422474921250235, 'fathonahardiyanti@gmail.com', '491 Leatha Drives', 'L', '2021-07-20');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (236, 'Opan Natsir S.E.', 'Teknik Industri', 422474921250236, 'opannatsirs.e.@gmail.com', '180 Silas Forest', 'L', '2022-05-12');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (237, 'Bagya Samosir M.Ak', 'Psikologi', 422474921250237, 'bagyasamosirm.ak@gmail.com', '5639 Stephania Forks', 'L', '2021-12-28');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (238, 'Irwan Budiman', 'Teknik Informatika', 422474921250238, 'irwanbudiman@gmail.com', '31293 Lucile Freeway', 'P', '2022-07-25');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (239, 'Karen Maheswari', 'Teknik Industri', 422474921250239, 'karenmaheswari@gmail.com', '6841 Antonina Road', 'P', '2022-08-17');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (240, 'Leo Nababan', 'Psikologi', 422474921250240, 'leonababan@gmail.com', '82808 Barbara Isle', 'L', '2021-08-24');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (242, 'Adhiarja Sudrajat', 'Teknik Mesin', 422474921250242, 'adhiarjasudrajat@gmail.com', '84625 Henry Locks', 'L', '2022-11-04');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (241, 'Ian Hermawan', 'Manajemen', 422474921250241, 'ianhermawan@gmail.com', '580 Mikayla Courts', 'P', '2021-06-08');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (243, 'Retno Nuraini', 'Biomedik', 422474921250243, 'retnonuraini@gmail.com', '66809 Purwanti Fords', 'P', '2022-02-06');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (244, 'Farah Anggraini M.M.', 'Teknik Informatika', 422474921250244, 'farahanggrainim.m.@gmail.com', '92730 Herbert Stream', 'L', '2022-11-16');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (245, 'Digdaya Arifin', 'Manajemen', 422474921250245, 'digdayaarifin@gmail.com', '19786 Salsabilla Brook', 'P', '2021-02-27');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (246, 'Clara Usada', 'Kedokteran', 422474921250246, 'clarausada@gmail.com', '922 Rahmawati Track', 'P', '2021-10-22');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (247, 'Michelle Nathania', 'Psikologi', 422474921250247, 'michellenathania@gmail.com', '2753 Ramon Hills', 'L', '2021-12-06');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (248, 'Alambana Siregar', 'Teknik Industri', 422474921250248, 'alambanasiregar@gmail.com', '81148 Riyanti Locks', 'P', '2022-07-15');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (249, 'Ciaobella Hartati', 'Psikologi', 422474921250249, 'ciaobellahartati@gmail.com', '3478 Kusmawati Pine', 'P', '2022-01-03');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (250, 'Diana Anandya', 'Teknik Industri', 422474921250250, 'dianaanandya@gmail.com', '1436 Mandasari Mountains', 'P', '2021-12-07');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (251, 'Eva Mulyani', 'Teknik Informatika', 422474921250251, 'evamulyani@gmail.com', '8978 Wibisono Avenue', 'P', '2021-10-26');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (252, 'Cinta Novitasari', 'Sistem Informasi', 422474921250252, 'cintanovitasari@gmail.com', '144 Felicita Crest', 'L', '2022-06-04');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (253, 'Yunita Farida', 'Teknik Elektro', 422474921250253, 'yunitafarida@gmail.com', '3863 Lesmana Summit', 'L', '2020-12-14');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (254, 'Silvia Mandasari', 'Teknik Mesin', 422474921250254, 'silviamandasari@gmail.com', '644 Harini Ranch', 'P', '2021-05-01');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (255, 'Tina Purnama', 'Manajemen', 422474921250255, 'tinapurnama@gmail.com', '9341 Darojat Cliff', 'P', '2021-09-26');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (256, 'Mila Haryanti', 'Teknik Informatika', 422474921250256, 'milaharyanti@gmail.com', '2614 Samosir Club', 'P', '2022-09-18');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (257, 'Rosa Damayanti', 'Teknik Elektro', 422474921250257, 'rosadamayanti@gmail.com', '0286 Jacky Garden', 'L', '2022-01-06');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (258, 'Putri Nasyiah', 'Kedokteran', 422474921250258, 'putrinasyiah@gmail.com', '909 Brooke Ranch', 'L', '2022-11-03');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (259, 'Maya Yuliarti', 'Biomedik', 422474921250259, 'mayayuliarti@gmail.com', '527 Laura Vista', 'P', '2022-05-06');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (260, 'Arsipatra Saputra', 'Teknik Industri', 422474921250260, 'arsipatrasaputra@gmail.com', '17568 Niko Cliffs', 'L', '2021-01-31');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (261, 'Elon Gunawan', 'Teknik Elektro', 422474921250261, 'elongunawan@gmail.com', '1538 Elias Mews', 'L', '2021-01-26');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (262, 'Cakrabirawa Budiyanto S.Pt', 'Biomedik', 422474921250262, 'cakrabirawabudiyantos.pt@gmail.com', '213 Tito Isle', 'P', '2022-05-01');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (263, 'Gawati Yulianti', 'Manajemen', 422474921250263, 'gawatiyulianti@gmail.com', '32900 Ernie Inlet', 'L', '2022-06-20');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (264, 'Galih Sihotang S.E.I', 'Psikologi', 422474921250264, 'galihsihotangs.e.i@gmail.com', '7791 Kaylah Falls', 'L', '2022-08-28');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (265, 'Siti Aryanti', 'Psikologi', 422474921250265, 'sitiaryanti@gmail.com', '4582 Bethel Mews', 'L', '2020-12-17');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (266, 'Kirana Suartini', 'Manajemen', 422474921250266, 'kiranasuartini@gmail.com', '48009 Franco Landing', 'L', '2021-01-28');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (268, 'Ophelia Novitasari', 'Kedokteran', 422474921250268, 'ophelianovitasari@gmail.com', '31868 Skye Ports', 'P', '2021-06-03');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (267, 'Eka Natsir', 'Kedokteran', 422474921250267, 'ekanatsir@gmail.com', '56376 Raina Ford', 'P', '2021-02-01');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (269, 'Atma Manullang', 'Kedokteran', 422474921250269, 'atmamanullang@gmail.com', '166 Yvette Forest', 'L', '2021-11-29');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (271, 'Bajragin Damanik', 'Teknik Elektro', 422474921250271, 'bajragindamanik@gmail.com', '1148 Ardianto Crossroad', 'P', '2020-12-23');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (272, 'Aswani Alamsyah', 'Teknik Industri', 422474921250272, 'aswanialamsyah@gmail.com', '737 Hutapea Ranch', 'L', '2021-09-25');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (270, 'Hendri Mansur', 'Biomedik', 422474921250270, 'hendrimansur@gmail.com', '259 Ray Plaza', 'L', '2022-02-19');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (273, 'Tomi Yulianto S.Pt', 'Sistem Informasi', 422474921250273, 'tomiyuliantos.pt@gmail.com', '61413 Salma Key', 'P', '2022-09-18');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (275, 'Naradi Irfandi', 'Sistem Informasi', 422474921250275, 'naradiirfandi@gmail.com', '5565 Timmothy Loop', 'L', '2021-11-22');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (274, 'Sakura Laksmiwati S.Gz', 'Sistem Informasi', 422474921250274, 'sakuralaksmiwatis.gz@gmail.com', '1145 Tyrique Mills', 'P', '2020-12-06');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (276, 'Ulya Agustina', 'Sistem Informasi', 422474921250276, 'ulyaagustina@gmail.com', '9362 Lera Ports', 'P', '2021-03-26');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (277, 'Uda Herlambang', 'Teknik Mesin', 422474921250277, 'udaherlambang@gmail.com', '127 Price Locks', 'P', '2022-08-14');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (278, 'Ganesha Azzahra', 'Biomedik', 422474921250278, 'ganeshaazzahra@gmail.com', '2131 Caitlyn Corner', 'L', '2020-11-28');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (279, 'Darmanto Salahudin M.Kom.', 'Kedokteran', 422474921250279, 'darmantosalahudinm.kom.@gmail.com', '236 Nurlaela Ports', 'L', '2020-12-08');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (280, 'Damu Pangestu', 'Biomedik', 422474921250280, 'damupangestu@gmail.com', '29633 Samara Port', 'L', '2022-02-27');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (281, 'Oni Afifah M.Farm', 'Psikologi', 422474921250281, 'oniafifahm.farm@gmail.com', '795 Herlambang Cove', 'L', '2021-06-19');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (282, 'Ganesha Wijayanti', 'Manajemen', 422474921250282, 'ganeshawijayanti@gmail.com', '0147 Suartini Glen', 'P', '2021-02-07');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (283, 'Asmuni Sudrajat S.I.Kom', 'Teknik Industri', 422474921250283, 'asmunisudrajats.i.kom@gmail.com', '9140 Elmore Heights', 'P', '2021-01-28');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (284, 'Warji Kurniawan', 'Teknik Industri', 422474921250284, 'warjikurniawan@gmail.com', '0704 Genesis Road', 'P', '2022-02-18');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (285, 'Safira Wijayanti', 'Teknik Industri', 422474921250285, 'safirawijayanti@gmail.com', '113 Widodo Extension', 'P', '2022-06-05');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (287, 'Wulan Azzahra S.IP', 'Teknik Elektro', 422474921250287, 'wulanazzahras.ip@gmail.com', '821 Reinhold Brook', 'P', '2021-09-02');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (288, 'Rini Kuswandari', 'Kedokteran', 422474921250288, 'rinikuswandari@gmail.com', '920 Peggie Shoals', 'L', '2021-12-12');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (286, 'Linda Mustika S.Pd', 'Manajemen', 422474921250286, 'lindamustikas.pd@gmail.com', '031 Tracy Fork', 'P', '2022-08-27');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (289, 'Tomi Purnawarman', 'Biomedik', 422474921250289, 'tomipurnawarman@gmail.com', '72285 Handayani Estate', 'L', '2021-08-24');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (290, 'Ani Rachmawati M.M.', 'Teknik Industri', 422474921250290, 'anirachmawatim.m.@gmail.com', '41596 Nolan Forges', 'L', '2022-07-14');
INSERT INTO Anggota (an_id, an_nama, an_jurusan, an_nrp, an_email, an_alamat, an_jenis_kelamin, an_tgl_regis) VALUES (291, 'Juli Mustika', 'Manajemen', 422474921250291, 'julimustika@gmail.com', '04189 Ardana Shore', 'L', '2022-02-18');
